Geolocation,Commodity,Date,Area_Harvested_in_Hectares,Commodity_Type
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2020-02-01,22919.0,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2020-03-01,22919.0,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2020-04-01,5999.413333333334,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2020-05-01,5999.413333333334,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2020-06-01,5999.413333333334,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2020-07-01,19357.696666666667,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2020-08-01,19357.696666666667,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2020-09-01,19357.696666666667,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2020-10-01,11415.17,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2020-11-01,11415.17,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2020-12-01,11415.17,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2021-01-01,18145.45,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2021-02-01,18145.45,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2021-03-01,18145.45,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2021-04-01,5551.343333333333,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2021-05-01,5551.343333333333,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2021-06-01,5551.343333333333,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2021-07-01,14169.699999999999,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2021-08-01,14169.699999999999,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2021-09-01,14169.699999999999,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2021-10-01,5953.139999999999,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2021-11-01,5953.139999999999,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2021-12-01,5953.139999999999,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2022-01-01,18488.0,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2022-02-01,18488.0,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2022-03-01,18488.0,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2022-04-01,5908.066666666667,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2022-05-01,5908.066666666667,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2022-06-01,5908.066666666667,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2022-07-01,14169.366666666667,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2022-08-01,14169.366666666667,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2022-09-01,14169.366666666667,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2022-10-01,5950.806666666666,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2022-11-01,5950.806666666666,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2022-12-01,5950.806666666666,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2023-01-01,20474.103333333333,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2023-02-01,20474.103333333333,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2023-03-01,20474.103333333333,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2023-04-01,10757.58,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2023-05-01,10757.58,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2023-06-01,10757.58,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2023-07-01,21346.95666666667,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2023-08-01,21346.95666666667,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2023-09-01,21346.95666666667,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2023-10-01,8192.466666666667,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2023-11-01,8192.466666666667,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2023-12-01,8192.466666666667,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2024-01-01,20800.57,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2024-02-01,20800.57,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2024-03-01,20800.57,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2024-04-01,11026.08,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2024-05-01,11026.08,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2024-06-01,11026.08,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2024-07-01,21127.666666666668,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2024-08-01,21127.666666666668,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2024-09-01,21127.666666666668,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2024-10-01,11213.543333333333,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2024-11-01,11213.543333333333,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2024-12-01,11213.543333333333,corn
cordillera administrative region (car),corn,2020-01-01,5651.333333333333,corn
cordillera administrative region (car),corn,2020-02-01,5651.333333333333,corn
cordillera administrative region (car),corn,2020-03-01,5651.333333333333,corn
cordillera administrative region (car),corn,2020-04-01,4222.666666666667,corn
cordillera administrative region (car),corn,2020-05-01,4222.666666666667,corn
cordillera administrative region (car),corn,2020-06-01,4222.666666666667,corn
cordillera administrative region (car),corn,2020-07-01,5627.0,corn
cordillera administrative region (car),corn,2020-08-01,5627.0,corn
cordillera administrative region (car),corn,2020-09-01,5627.0,corn
cordillera administrative region (car),corn,2020-10-01,5572.666666666667,corn
cordillera administrative region (car),corn,2020-11-01,5572.666666666667,corn
cordillera administrative region (car),corn,2020-12-01,5572.666666666667,corn
cordillera administrative region (car),corn,2021-01-01,5042.333333333333,corn
cordillera administrative region (car),corn,2021-02-01,5042.333333333333,corn
cordillera administrative region (car),corn,2021-03-01,5042.333333333333,corn
cordillera administrative region (car),corn,2021-04-01,4427.416666666667,corn
cordillera administrative region (car),corn,2021-05-01,4427.416666666667,corn
cordillera administrative region (car),corn,2021-06-01,4427.416666666667,corn
cordillera administrative region (car),corn,2021-07-01,4291.336666666667,corn
cordillera administrative region (car),corn,2021-08-01,4291.336666666667,corn
cordillera administrative region (car),corn,2021-09-01,4291.336666666667,corn
cordillera administrative region (car),corn,2021-10-01,6353.0,corn
cordillera administrative region (car),corn,2021-11-01,6353.0,corn
cordillera administrative region (car),corn,2021-12-01,6353.0,corn
cordillera administrative region (car),corn,2022-01-01,3545.3333333333335,corn
cordillera administrative region (car),corn,2022-02-01,3545.3333333333335,corn
cordillera administrative region (car),corn,2022-03-01,3545.3333333333335,corn
cordillera administrative region (car),corn,2022-04-01,4743.876666666666,corn
cordillera administrative region (car),corn,2022-05-01,4743.876666666666,corn
cordillera administrative region (car),corn,2022-06-01,4743.876666666666,corn
cordillera administrative region (car),corn,2022-07-01,4714.903333333333,corn
cordillera administrative region (car),corn,2022-08-01,4714.903333333333,corn
cordillera administrative region (car),corn,2022-09-01,4714.903333333333,corn
cordillera administrative region (car),corn,2022-10-01,4832.246666666667,corn
cordillera administrative region (car),corn,2022-11-01,4832.246666666667,corn
cordillera administrative region (car),corn,2022-12-01,4832.246666666667,corn
cordillera administrative region (car),corn,2023-01-01,4279.496666666667,corn
cordillera administrative region (car),corn,2023-02-01,4279.496666666667,corn
cordillera administrative region (car),corn,2023-03-01,4279.496666666667,corn
cordillera administrative region (car),corn,2023-04-01,3992.763333333334,corn
cordillera administrative region (car),corn,2023-05-01,3992.763333333334,corn
cordillera administrative region (car),corn,2023-06-01,3992.763333333334,corn
cordillera administrative region (car),corn,2023-07-01,4373.3966666666665,corn
cordillera administrative region (car),corn,2023-08-01,4373.3966666666665,corn
cordillera administrative region (car),corn,2023-09-01,4373.3966666666665,corn
cordillera administrative region (car),corn,2023-10-01,4406.506666666667,corn
cordillera administrative region (car),corn,2023-11-01,4406.506666666667,corn
cordillera administrative region (car),corn,2023-12-01,4406.506666666667,corn
cordillera administrative region (car),corn,2024-01-01,4208.173333333333,corn
cordillera administrative region (car),corn,2024-02-01,4208.173333333333,corn
cordillera administrative region (car),corn,2024-03-01,4208.173333333333,corn
cordillera administrative region (car),corn,2024-04-01,3690.8733333333334,corn
cordillera administrative region (car),corn,2024-05-01,3690.8733333333334,corn
cordillera administrative region (car),corn,2024-06-01,3690.8733333333334,corn
cordillera administrative region (car),corn,2024-07-01,4971.54,corn
cordillera administrative region (car),corn,2024-08-01,4971.54,corn
cordillera administrative region (car),corn,2024-09-01,4971.54,corn
cordillera administrative region (car),corn,2024-10-01,4130.756666666667,corn
cordillera administrative region (car),corn,2024-11-01,4130.756666666667,corn
cordillera administrative region (car),corn,2024-12-01,4130.756666666667,corn
cordillera administrative region (car),irrigated palay,2020-01-01,2753.06,rice
cordillera administrative region (car),irrigated palay,2020-02-01,2753.06,rice
cordillera administrative region (car),irrigated palay,2020-03-01,2753.06,rice
cordillera administrative region (car),irrigated palay,2020-04-01,8314.786666666667,rice
cordillera administrative region (car),irrigated palay,2020-05-01,8314.786666666667,rice
cordillera administrative region (car),irrigated palay,2020-06-01,8314.786666666667,rice
cordillera administrative region (car),irrigated palay,2020-07-01,7702.87,rice
cordillera administrative region (car),irrigated palay,2020-08-01,7702.87,rice
cordillera administrative region (car),irrigated palay,2020-09-01,7702.87,rice
cordillera administrative region (car),irrigated palay,2020-10-01,8206.75,rice
cordillera administrative region (car),irrigated palay,2020-11-01,8206.75,rice
cordillera administrative region (car),irrigated palay,2020-12-01,8206.75,rice
cordillera administrative region (car),irrigated palay,2021-01-01,3003.3333333333335,rice
cordillera administrative region (car),irrigated palay,2021-02-01,3003.3333333333335,rice
cordillera administrative region (car),irrigated palay,2021-03-01,3003.3333333333335,rice
cordillera administrative region (car),irrigated palay,2021-04-01,9122.603333333334,rice
cordillera administrative region (car),irrigated palay,2021-05-01,9122.603333333334,rice
cordillera administrative region (car),irrigated palay,2021-06-01,9122.603333333334,rice
cordillera administrative region (car),irrigated palay,2021-07-01,5135.866666666667,rice
cordillera administrative region (car),irrigated palay,2021-08-01,5135.866666666667,rice
cordillera administrative region (car),irrigated palay,2021-09-01,5135.866666666667,rice
cordillera administrative region (car),irrigated palay,2021-10-01,9587.333333333334,rice
cordillera administrative region (car),irrigated palay,2021-11-01,9587.333333333334,rice
cordillera administrative region (car),irrigated palay,2021-12-01,9587.333333333334,rice
cordillera administrative region (car),irrigated palay,2022-01-01,2376.54,rice
cordillera administrative region (car),irrigated palay,2022-02-01,2376.54,rice
cordillera administrative region (car),irrigated palay,2022-03-01,2376.54,rice
cordillera administrative region (car),irrigated palay,2022-04-01,9108.27,rice
cordillera administrative region (car),irrigated palay,2022-05-01,9108.27,rice
cordillera administrative region (car),irrigated palay,2022-06-01,9108.27,rice
cordillera administrative region (car),irrigated palay,2022-07-01,4817.633333333333,rice
cordillera administrative region (car),irrigated palay,2022-08-01,4817.633333333333,rice
cordillera administrative region (car),irrigated palay,2022-09-01,4817.633333333333,rice
cordillera administrative region (car),irrigated palay,2022-10-01,10192.166666666666,rice
cordillera administrative region (car),irrigated palay,2022-11-01,10192.166666666666,rice
cordillera administrative region (car),irrigated palay,2022-12-01,10192.166666666666,rice
cordillera administrative region (car),irrigated palay,2023-01-01,2385.46,rice
cordillera administrative region (car),irrigated palay,2023-02-01,2385.46,rice
cordillera administrative region (car),irrigated palay,2023-03-01,2385.46,rice
cordillera administrative region (car),irrigated palay,2023-04-01,9108.07,rice
cordillera administrative region (car),irrigated palay,2023-05-01,9108.07,rice
cordillera administrative region (car),irrigated palay,2023-06-01,9108.07,rice
cordillera administrative region (car),irrigated palay,2023-07-01,4567.466666666666,rice
cordillera administrative region (car),irrigated palay,2023-08-01,4567.466666666666,rice
cordillera administrative region (car),irrigated palay,2023-09-01,4567.466666666666,rice
cordillera administrative region (car),irrigated palay,2023-10-01,10173.66,rice
cordillera administrative region (car),irrigated palay,2023-11-01,10173.66,rice
cordillera administrative region (car),irrigated palay,2023-12-01,10173.66,rice
cordillera administrative region (car),irrigated palay,2024-01-01,2384.5499999999997,rice
cordillera administrative region (car),irrigated palay,2024-02-01,2384.5499999999997,rice
cordillera administrative region (car),irrigated palay,2024-03-01,2384.5499999999997,rice
cordillera administrative region (car),irrigated palay,2024-04-01,8523.333333333334,rice
cordillera administrative region (car),irrigated palay,2024-05-01,8523.333333333334,rice
cordillera administrative region (car),irrigated palay,2024-06-01,8523.333333333334,rice
cordillera administrative region (car),irrigated palay,2024-07-01,4375.513333333333,rice
cordillera administrative region (car),irrigated palay,2024-08-01,4375.513333333333,rice
cordillera administrative region (car),irrigated palay,2024-09-01,4375.513333333333,rice
