Geolocation,Commodity,Date,Production_Volume_by_MetricTons,Commodity_Type
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2020-03-01,78838.86666666667,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2020-04-01,26779.833333333332,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2020-05-01,26779.833333333332,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2020-06-01,26779.833333333332,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2020-07-01,75037.64,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2020-08-01,75037.64,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2020-09-01,75037.64,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2020-10-01,44998.10999999999,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2020-11-01,44998.10999999999,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2020-12-01,44998.10999999999,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2021-01-01,79220.37333333334,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2021-02-01,79220.37333333334,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2021-03-01,79220.37333333334,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2021-04-01,24065.983333333334,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2021-05-01,24065.983333333334,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2021-06-01,24065.983333333334,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2021-07-01,52044.369999999995,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2021-08-01,52044.369999999995,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2021-09-01,52044.369999999995,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2021-10-01,23637.446666666667,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2021-11-01,23637.446666666667,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2021-12-01,23637.446666666667,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2022-01-01,77030.91333333333,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2022-02-01,77030.91333333333,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2022-03-01,77030.91333333333,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2022-04-01,25407.76,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2022-05-01,25407.76,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2022-06-01,25407.76,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2022-07-01,51749.4,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2022-08-01,51749.4,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2022-09-01,51749.4,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2022-10-01,23220.333333333332,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2022-11-01,23220.333333333332,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2022-12-01,23220.333333333332,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2023-01-01,78421.65333333334,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2023-02-01,78421.65333333334,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2023-03-01,78421.65333333334,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2023-04-01,44208.17333333333,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2023-05-01,44208.17333333333,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2023-06-01,44208.17333333333,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2023-07-01,82149.68333333333,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2023-08-01,82149.68333333333,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2023-09-01,82149.68333333333,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2023-10-01,31062.679999999997,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2023-11-01,31062.679999999997,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2023-12-01,31062.679999999997,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2024-01-01,80116.21666666666,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2024-02-01,80116.21666666666,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2024-03-01,80116.21666666666,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2024-04-01,40932.86666666667,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2024-05-01,40932.86666666667,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2024-06-01,40932.86666666667,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2024-07-01,82445.34999999999,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2024-08-01,82445.34999999999,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2024-09-01,82445.34999999999,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2024-10-01,42728.62,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2024-11-01,42728.62,corn
bangsamoro autonomous region in muslim mindanao (barmm),yellow corn,2024-12-01,42728.62,corn
cordillera administrative region (car),corn,2020-01-01,21901.429999999997,corn
cordillera administrative region (car),corn,2020-02-01,21901.429999999997,corn
cordillera administrative region (car),corn,2020-03-01,21901.429999999997,corn
cordillera administrative region (car),corn,2020-04-01,14786.613333333333,corn
cordillera administrative region (car),corn,2020-05-01,14786.613333333333,corn
cordillera administrative region (car),corn,2020-06-01,14786.613333333333,corn
cordillera administrative region (car),corn,2020-07-01,21752.976666666666,corn
cordillera administrative region (car),corn,2020-08-01,21752.976666666666,corn
cordillera administrative region (car),corn,2020-09-01,21752.976666666666,corn
cordillera administrative region (car),corn,2020-10-01,23075.803333333333,corn
cordillera administrative region (car),corn,2020-11-01,23075.803333333333,corn
cordillera administrative region (car),corn,2020-12-01,23075.803333333333,corn
cordillera administrative region (car),corn,2021-01-01,13994.093333333332,corn
cordillera administrative region (car),corn,2021-02-01,13994.093333333332,corn
cordillera administrative region (car),corn,2021-03-01,13994.093333333332,corn
cordillera administrative region (car),corn,2021-04-01,15115.050000000001,corn
cordillera administrative region (car),corn,2021-05-01,15115.050000000001,corn
cordillera administrative region (car),corn,2021-06-01,15115.050000000001,corn
cordillera administrative region (car),corn,2021-07-01,15823.633333333333,corn
cordillera administrative region (car),corn,2021-08-01,15823.633333333333,corn
cordillera administrative region (car),corn,2021-09-01,15823.633333333333,corn
cordillera administrative region (car),corn,2021-10-01,27089.38,corn
cordillera administrative region (car),corn,2021-11-01,27089.38,corn
cordillera administrative region (car),corn,2021-12-01,27089.38,corn
cordillera administrative region (car),corn,2022-01-01,13499.163333333332,corn
cordillera administrative region (car),corn,2022-02-01,13499.163333333332,corn
cordillera administrative region (car),corn,2022-03-01,13499.163333333332,corn
cordillera administrative region (car),corn,2022-04-01,17063.226666666666,corn
cordillera administrative region (car),corn,2022-05-01,17063.226666666666,corn
cordillera administrative region (car),corn,2022-06-01,17063.226666666666,corn
cordillera administrative region (car),corn,2022-07-01,15747.163333333332,corn
cordillera administrative region (car),corn,2022-08-01,15747.163333333332,corn
cordillera administrative region (car),corn,2022-09-01,15747.163333333332,corn
cordillera administrative region (car),corn,2022-10-01,17287.396666666667,corn
cordillera administrative region (car),corn,2022-11-01,17287.396666666667,corn
cordillera administrative region (car),corn,2022-12-01,17287.396666666667,corn
cordillera administrative region (car),corn,2023-01-01,13963.393333333333,corn
cordillera administrative region (car),corn,2023-02-01,13963.393333333333,corn
cordillera administrative region (car),corn,2023-03-01,13963.393333333333,corn
cordillera administrative region (car),corn,2023-04-01,14974.196666666665,corn
cordillera administrative region (car),corn,2023-05-01,14974.196666666665,corn
cordillera administrative region (car),corn,2023-06-01,14974.196666666665,corn
cordillera administrative region (car),corn,2023-07-01,12733.926666666666,corn
cordillera administrative region (car),corn,2023-08-01,12733.926666666666,corn
cordillera administrative region (car),corn,2023-09-01,12733.926666666666,corn
cordillera administrative region (car),corn,2023-10-01,15585.663333333332,corn
cordillera administrative region (car),corn,2023-11-01,15585.663333333332,corn
cordillera administrative region (car),corn,2023-12-01,15585.663333333332,corn
cordillera administrative region (car),corn,2024-01-01,12145.01,corn
cordillera administrative region (car),corn,2024-02-01,12145.01,corn
cordillera administrative region (car),corn,2024-03-01,12145.01,corn
cordillera administrative region (car),corn,2024-04-01,9925.66,corn
cordillera administrative region (car),corn,2024-05-01,9925.66,corn
cordillera administrative region (car),corn,2024-06-01,9925.66,corn
cordillera administrative region (car),corn,2024-07-01,17370.54333333333,corn
cordillera administrative region (car),corn,2024-08-01,17370.54333333333,corn
cordillera administrative region (car),corn,2024-09-01,17370.54333333333,corn
cordillera administrative region (car),corn,2024-10-01,14457.793333333333,corn
cordillera administrative region (car),corn,2024-11-01,14457.793333333333,corn
cordillera administrative region (car),corn,2024-12-01,14457.793333333333,corn
cordillera administrative region (car),irrigated palay,2020-01-01,10281.91,rice
cordillera administrative region (car),irrigated palay,2020-02-01,10281.91,rice
cordillera administrative region (car),irrigated palay,2020-03-01,10281.91,rice
cordillera administrative region (car),irrigated palay,2020-04-01,35941.473333333335,rice
cordillera administrative region (car),irrigated palay,2020-05-01,35941.473333333335,rice
cordillera administrative region (car),irrigated palay,2020-06-01,35941.473333333335,rice
cordillera administrative region (car),irrigated palay,2020-07-01,28982.553333333333,rice
cordillera administrative region (car),irrigated palay,2020-08-01,28982.553333333333,rice
cordillera administrative region (car),irrigated palay,2020-09-01,28982.553333333333,rice
cordillera administrative region (car),irrigated palay,2020-10-01,30275.58,rice
cordillera administrative region (car),irrigated palay,2020-11-01,30275.58,rice
cordillera administrative region (car),irrigated palay,2020-12-01,30275.58,rice
cordillera administrative region (car),irrigated palay,2021-01-01,11509.593333333332,rice
cordillera administrative region (car),irrigated palay,2021-02-01,11509.593333333332,rice
cordillera administrative region (car),irrigated palay,2021-03-01,11509.593333333332,rice
cordillera administrative region (car),irrigated palay,2021-04-01,36682.07,rice
cordillera administrative region (car),irrigated palay,2021-05-01,36682.07,rice
cordillera administrative region (car),irrigated palay,2021-06-01,36682.07,rice
cordillera administrative region (car),irrigated palay,2021-07-01,20494.94,rice
cordillera administrative region (car),irrigated palay,2021-08-01,20494.94,rice
cordillera administrative region (car),irrigated palay,2021-09-01,20494.94,rice
cordillera administrative region (car),irrigated palay,2021-10-01,37039.48333333333,rice
cordillera administrative region (car),irrigated palay,2021-11-01,37039.48333333333,rice
cordillera administrative region (car),irrigated palay,2021-12-01,37039.48333333333,rice
cordillera administrative region (car),irrigated palay,2022-01-01,9324.87,rice
cordillera administrative region (car),irrigated palay,2022-02-01,9324.87,rice
cordillera administrative region (car),irrigated palay,2022-03-01,9324.87,rice
cordillera administrative region (car),irrigated palay,2022-04-01,35176.090000000004,rice
cordillera administrative region (car),irrigated palay,2022-05-01,35176.090000000004,rice
cordillera administrative region (car),irrigated palay,2022-06-01,35176.090000000004,rice
cordillera administrative region (car),irrigated palay,2022-07-01,16659.666666666668,rice
cordillera administrative region (car),irrigated palay,2022-08-01,16659.666666666668,rice
cordillera administrative region (car),irrigated palay,2022-09-01,16659.666666666668,rice
cordillera administrative region (car),irrigated palay,2022-10-01,35026.76,rice
cordillera administrative region (car),irrigated palay,2022-11-01,35026.76,rice
cordillera administrative region (car),irrigated palay,2022-12-01,35026.76,rice
cordillera administrative region (car),irrigated palay,2023-01-01,9305.606666666667,rice
cordillera administrative region (car),irrigated palay,2023-02-01,9305.606666666667,rice
cordillera administrative region (car),irrigated palay,2023-03-01,9305.606666666667,rice
cordillera administrative region (car),irrigated palay,2023-04-01,36450.700000000004,rice
cordillera administrative region (car),irrigated palay,2023-05-01,36450.700000000004,rice
cordillera administrative region (car),irrigated palay,2023-06-01,36450.700000000004,rice
cordillera administrative region (car),irrigated palay,2023-07-01,14077.613333333333,rice
cordillera administrative region (car),irrigated palay,2023-08-01,14077.613333333333,rice
cordillera administrative region (car),irrigated palay,2023-09-01,14077.613333333333,rice
cordillera administrative region (car),irrigated palay,2023-10-01,35639.44,rice
cordillera administrative region (car),irrigated palay,2023-11-01,35639.44,rice
cordillera administrative region (car),irrigated palay,2023-12-01,35639.44,rice
cordillera administrative region (car),irrigated palay,2024-01-01,8397.903333333334,rice
cordillera administrative region (car),irrigated palay,2024-02-01,8397.903333333334,rice
cordillera administrative region (car),irrigated palay,2024-03-01,8397.903333333334,rice
cordillera administrative region (car),irrigated palay,2024-04-01,29442.736666666668,rice
cordillera administrative region (car),irrigated palay,2024-05-01,29442.736666666668,rice
cordillera administrative region (car),irrigated palay,2024-06-01,29442.736666666668,rice
cordillera administrative region (car),irrigated palay,2024-07-01,14493.193333333335,rice
cordillera administrative region (car),irrigated palay,2024-08-01,14493.193333333335,rice
